review,label
A very good phone and most importantly handy . can be used with a single hand and doesnt just completely encroach your pocket . Apps are really good even the free ones . 16 GB though will make you worried with every additional app as 12.1 GB is available . also for jailbreak freaks install BioLockdown and Airblue to enjoy locking apps with fingerprint and bluetooth file transfer . Warning : Jailbreak voids warranty .,1.0
Amazon team after initial hiccups delivered the product a bit late but yeah in time so as to not ruin my surprise gift!No issues with the product. Original product which is being loved.P.S: Since all corporates not necessarily works till 8:00 PM hence please try to deliver it before EOD.Cheers.,1.0
"A device that can change the myth of a power-house CPU, jumbo RAM & additional storage space. Apple 5S takes your imagination to next level and shows how an OS and carefully selected hardware can prove to be 5times better than their competition. It ensures that my next phone and thereafter would be Apple only :-)Delivery & service by Amazon has been amazing (as always). No wonder how they delivered the phone right on time even when I placed order little out of required time. Thumbs up to Amazon!",1.0
Very good product. Its performance is outstanding I am using this mobile for past one month still now it working good .But the delivery time Is worst please try to deliver this kind of valuable products with in a day.other than the it is simply awesome,1.0
This is my second IPhone 5s purchase. One thing I can tell you after doing so many research if you want to buy an iPhone 5s then Amazon is the right choice. I received on time and phone is working like a master piece. Once you use an IPhone then you never wants to go for android anymore it's my personal exp. Thanks to Amazon and the seller.,1.0
"Super product...hats off to amazon as well...to make sure that such an expensive product reaches its customers in a great form!5s is a very good product. Optimum 'Apple' screen size, since I personally feel that the iPhone6 series looks a bit un-Apple-ic due to the huge screen ;-)5s gives the best 'Apple experience'! :)",1.0
"I was scared to buy,especially this product online , but somehow managed to buy.Finally brought it from Amazon, It was superb packing and the product is awesome.It's beyond my expectations. I am really happy to buy this product.As I haven't used much to write pros and cons. Overall I dint face any problem till now. Hope so in the future.Thank you AMAZON..",1.0
"i think amazon is re-selling defective product , because i am  purchased i phone 5s 16gb from amazon and i don't like this camera quality is poor, apps store showing some apps pending for updates but there is no updates available, after uninstalled the same apps showing pending for updates,  and the same model buy from retailer and found  its amazing camera quality and i got extra apps pre-installed, no apps store any issue, already i returned to amazon and i got my full money return.",0.0
defected camerahad to go to apple service centre to get letterthough amazon returned full money,0.0
"really good product 100% original with zero faults and i checked it on the apple site and said ""phone still inactive please activate"" means product is genuine and the delivery was super fast i choose 2 day delivery and product was delivered within 24hrs great work amazon",1.0
"I purchased it for my wife.Quick Shipping by Amazon. It has been six months since my purchase. The phone works really well, I did not have any problems from the start.I highly recommend buying from amazon.",1.0
"Worth buying phone, Apple experience is really far better than android and amazon gave me ontime delivery with care. This is genuine product .Sold by: cloudtailI would like to give 10/10 for iphone 5s space grey",1.0
""" Apple iphone 5s "" which I received is a "" BRAND NEW "" and a genuine mobile phone along with 1 year Indian warranty card inside .All the accessaries are exactly as mentioned in the description.Its in a very good working condition .",1.0
"Beware...buy only from cloudtail...it's the only reliable source. Everyone buying from any other seller is facing some or the other issues.Although packing was very bad from amazon side, just a cardboard wrap.but thankfully phone wasn't damaged. Mine was manufactured in November 2015 ...came with ios 9.1 preinstalled. Do check the warranty at either Apple site or call this toll free number 00 08001009009. Now coming to iPhone...believe me it's awesome. I was using android earlier oneplusone. Though u'll feel a bit prblm bcz of smaller screen, but it's quite premium  looking phone with hardcore performance. battery backup is also good charged fully in morning 8am...whole day wifi usage still worked till next morning. No heating whatsoever. Go buy it!",1.0
Amazon is always a trusted brand... I went ahead and gifted this to my husband..and I'm proud of myself that I made an excellent purchase..and I would suggest if somebody is thinking of buying this then they shoul definitely go for it.,1.0
Worth paying every penny for this iphone. The seller is doing a fabulous job. I was a android user in the beginning now I started liking Iphone.I am also advising people to go for this product which is reasonable and worth paying for it.Way to go Amazon. Keep the good work going. My sincere thanks to the seller for getting me a iphone for lesser price.,1.0
I can only give 3 star rating here. Price wise I got this phone at 26.5k & Warranty is also genuine as I checked in apple site. Problem is battery is getting heated up frequently. Apart from that there are no issues. but battery getting heated is considerable problem.,0.0
Amazon gives me the best experience in shopping.. Product delivered on time..  Mobile is 100% brand new and comparatively better at price.. Most shopping sites cannot give this product at this price.. Finally satisfaction!!!,1.0
"TRUE REVIEW :-CAMERA - ABOVE AVERAGEPERFORMANCE- VERY GOODQUALITY - EXCELLENTDESIGN - EXCELLENT/ PREMIUMWEIGHT - 112 gm VERY LIGHTDISPLAY - EXCELLENTFINGER PRINT - ABOVE AVERAGEHEATING - SOMETIMES WHEN U PLAY GAMES FOR LONG TIMECHARGING TIME - APPROX 2 HOUR FROM 0-100% CALCULATED VERY PRECISELYCHARGER - NOT A FAST CHARGER , THERE IS NO NEED U ALREADY KNOWSRATING - 1 AMPERE/5 VOLTSPEAKER - JAKHASSEARPODS SOUND - NO CAN BEAT IPHONE4G SUPPORT - YES UPTO 350 MBPS DOWNLOAD/100 MBPS UPLOAD TESTED VIA RELIANCE JIO NETWORK BY ME3G - YES2G - DEFINITELY YESCDMA - NO SUPPORT ( ASIA USES GSM SIM MOSTLY)SAR RATINGS - 1.12 BODY/ 1.18 HEAD ( OVER 1gm ) FOR MODEL A1530 WHICH IS INDIAN MODELBATTERY - ENOUGH FOR ONE DAY , HEATING ONY WHEN U USE YOUR IPHONE DURING U PLUG INTO CHARGING.WHY HEATING - ALUMINIUM MATERIAL IS USE AND NO MOBILE IN WORLD GET COOL ALL THE TIME SO DO NOT ASK OR THINK ABOUT HEATING.....JUST SMILE AND TAKE IT AS YOUR FINAL MOBILE.....CONCLUSION: THE BEAST IS UNLEASED NOW AT VERY LOW COST GET IT OR REGRET YOURSELF.....I REFER CLOUD TAIL ....... GENIUNE PRODUCT / NO DEFECTS/ NO REPLACE / ONLY MASTI ......BUT pACKAGE WAS MOKKA",0.0
"This is one of the best phone in the market , image quality ,processing ,apperance , charger , backup ,handy , weight and everything else is superb. Highly recommended .Thanks amazon and seller for lightning fast delivery :)",1.0
"This was my experience through Amazon and I was literally scared of buying iPhone online. And this happened toMe... Phone is good, no hardware damage so I was happy thank god I got the good product then I thought let me inform my parents and I called my dad... Unfortunately he was not able to hear me at all :( speaker is not good at all... My all happiness changed into sadness ????. Have already initiated replacement and expecting a really good product this time at least... Please",0.0
Very prompt delivery by Amazon once again..!!..pls keep going strong & never compromise on ur customer service skills..Gr8 job team Amazon..As for d product what more could u ask for..No flaws with iphone 5s..working perfect,1.0
the most important thing- phone manufacturing month- feb 2016. i have seen negative reviews from so many customers on different sites like flipkart where people have got defective mobile or it was old stock.thanks to amazon customers who wrote real reviews n helped me with this purchase.if u want to buy this iconic phone look no further than amazon.i will update my review after using it for a month or so.,1.0
"Best phone in market!!Bought it from Amazon, delivery was lil disappointing but at the end i got my phone before the time they committed. Just one little concern, when i searched warranty details through my IMEI number, it says my warranty is till 2nd Sep 2015 however i received my phone today i.e. 10th October. I guess i have to approach customer service in Amazon for this issue.",1.0
"Don't know the problem is my phone or all phones selling at Amazon. Received the phone yesterday and full heating issue, even not able to hold the mobile during video call and battery drained from 95% to 40% in 40 min video call.  Not able go for future purchases from Amazon. Thinking to return, need to know the procedure. Hope Amazon will do the best if not sellers.",0.0
My first review. Hopefully not the last. Opted for next day delivery. Got it in perfect conditionEven got 15% Amazon cash back.Used it for purchasing apparel and equipments for my hiking trip worth ~7900 k.No problems whatsoever after using for 6 months. Apple + Amazon best combo. Thanks Amazon.,1.0
"Since so many people have reviewed the iphone multiple times before, I wont be writing a review on the phone. I received a original sealed box package from Cloudtail fulfilled by Amazon and I am satisfied with the product. Get a good case cover for your phone since you dont want to spoil such an expensive phone by dropping it.",1.0
"The phone is working perfectly!  Amazon is fantastic!! Cloudtail is the king of Iphone sellers.. Got the best price and the perfect quality! Can't expect more.. Thinkin to buy an iPhone in India, log on to amazon.in and prefer cloudtail as your seller!! Everything wil just be perfect!!",1.0
"Genuine product, before buying u should know one thing that the lest speaker of iphone 5s is just a mike, it is not a speaker.. Iphone 5s has only one speaker that is at the right... And verify your warranty at selfsupport.apple.com",1.0
"The phone came properly wrapped with no damage, and phone came in pack which you get from any apple store. Delivery and customer service is also good. Kudos to all of you! And thank you for genuine phone, my device got 1 year apple india warranty.",1.0
"I bought this product a few weeks ago  from the D daily seller, and I am really satisfied with the product. Battery back is also seems good till now, and product is working absolutely fine.Amazon is a reliable online retailer, Amazon prove why they are best in this industry.Good job done.",1.0
iphone is good and working good but internal speakers are not working properly so i have initiated the return on 24-9-15 and amount credited on 25-9-15 so happy with amazon thank u amazon team i will buy all items from amazon only but not my iphone again,1.0
"great phone with a great pricing!!5S was always a good phone, but pricing at which i bought was a killer!! Compared everywhere - flipkart, other websites and retail shops buy Amazon gave the best deal!!",1.0
"Genuine product. Very good qualit, no need to say about apple????.Ordered on 1 day delivery and delivered  on time.iOS 9.2 pre updated, manufacturing date is dec2015 . Nice to have this good phone with me.",1.0
Giving feedback after using iPhone 5S last 25 days. I ordered this phone on Amazon Diwali Dhamaka deal @ 29999. I got amazing deal with best price. It is brand new genuine apple iPhone in sealed box with accessories having apple India warranty. I did not have any problem till date.,1.0
Product delivery- 5/5 I booked around 8pm and I received the product next day morning around 10amPackaging- I give 3/5 because the phone box was not bubble wrappedProduct received - Genuine 5/5 for sellerCall quality - 5/5Battery - 4/5 I use the phone moderately 2 to 3 hours on call 1 to 2 hours on Internet I get a battery backup of 16 hoursCamera 5/5 sharp and well detailed picturesMusic and sound quality 5/5,1.0
"got this at 21,499 ..Very much satisfied with the phone...it's a brand new phone..Warranty started from day of billing..Delivery was within 15 hours...i had a good experience..",1.0
Worlds best cell phone and celler site too..my best deal of iphone5s ..m so lucky that i got this gold bby in just 29999/-Thanks amazon please can you give us such amazing offer again my friends and family is waiting for this offer again to be realseAnd about cell only one disadvantage like other smart phone this is also getting too warm while using net nd rest of thingsBut al and all best cell phone,1.0
The phone is working fine and it reached on time. The only see that I found absurd was that the delivery boy threw phone into my flat as if he is throwing some garbage :( while I was away from home. I requested him to come in sometime so that I can collect it. But he opted to throw inside my flat through window.Abhishek,1.0
I have been using this phone since 1 month and now I'm gonna update my views about this product. However the product delivery was fine (One day late) and got original iPhone from Apple. I selected this product over iPhone 6 because personally I don't like the design of iPhone 6 or 6S and this iPhone have great design. I got the fresh iPhone 5S Silver but I guess my phone has an issue. My iPhone got heated when I go outside in this summer and during the charge of phone it get overheated.  So that's only the issue that I'm facing other wise it is superb phone. Below I'm gonna mention some Pros and Cons for your knowledge.PROS:1] Doesn't hang2] Looks Stylish3] You will get frequent upgrades of iOS (I updated it to iOS 9.3.1 from iOS 9.2.1) compare to Android.4] Camera Quality is Superb (Front and Rear)5] You can make Slow Motion Video (I loved it)6] Sound quality can beat any Android phone7] Fingerprint Scanner works smoothly8] Health Monitor tracks your activities9] Earphone design looks awesome and it's quality tooCONS:1] Heating Issue (My iPhone get heated during charging and when I go outside in this summer. I don't know if you get can get a piece with no heating issue. Because I have seen it is a one of common problem in iPhone)2] Shots in flash may not seem good3] Limited and Paid Application,1.0
I ordered this on a friday and the phone was delivered to me on Saturday! The service was superb. The product was genuine and came packed like any iphone and yes it was a brand new phone no doubt.The phone came with iOS 8.1 which I easily upgraded to 8.2. Cloudtail did a great job. I am happy with the product no doubt.,1.0
"iPhone 5S wholesale price is around $300. With import rate and custom duties together $350= 22,000'. Rest goes to importer and amazon. Alibaba is offering this b2b way. But that is too risky to pay someone unknown. This way good. Oh my iPhone is old now lol. I make rough use of it. It's never been like when I bought. Do anything with the iPhone but not jail break..... Anything happens just reset the phone done....",1.0
"Genuine Apple phone with warranty, got it cross checked by Apple store, timely delivery!",1.0
"Product seems good.  Operating as per expectations.  However, battery issue is there.  It Drains in 6 hours and charges very slow. Someone in reviews also mentioned the charger they are delivering is of some other apple product and not that of iphone. I m nt returning it back.  But also not sure how genuine is this product. Packaging also sucked,  considering the only thing to absorb a shock while delivery was a loosely packed corrugated box on the iphone.",0.0
Amazing Phone at amazing price with great offer. iPhone don’t need review. I was little reluctant to buy such expensive stuff online. I must thanks amazon executive who assured me about quality. I got delivery one day prior to committed date and it was Sunday. I am very happy with amazon. iPhone is genuine i check warranty online :),1.0
"Product is original, never opened, and also the last model of the iPhone 5S as well, everything works just great. Regarding amazon, delivery is too fast, they are doing great. Also as committed special offers everything is applied and i have received Rs. 2500 back on my purchase as well.This was my first order, and everything just worked great.",1.0
"It seems that I have received a defective piece. Unfortunately it unexpectedly heats up when battery recharge; even though no internet connection on. After taking 20-30 snaps it heat.However thanks Amazon.in,  they replace the defective piece with fresh new & correct piece. At present it doesn't have any problems. Although Replacement & getting new was little difficult for me,  now I satisfied.",1.0
"this prodect is very good.i have got this product for  rs-29000-3.3%cashback i.e rs 28043you can also buy from cashkaro and save thousands over Internet shopping(amazon, myntra, jabong, snapdeal&many more) . you may Get extra 100rs credit if you join with the following linkhttp://cashkaro.com/r=119426just copy the link in your browser's address bar and enjoy great savings.",1.0
"Great product. On top of that awesome service which amazon provides.100% genuine. I ordered the phone on 1st may, got it on 2nd may. I appreciate the courtesy of the delivery guy, he was so patient, when I was busy verifying that products authenticity. M really impressed. Hats off amazon.",1.0
"Great product, amazing buying experience with amazon. Amazon rocks!!!! Far better than Flipkart or any other online portal, keep it up.",1.0
Amazons Service of one day delivery is awesome. It's delivered a product in only 22hour. Lookwise a silver colour is looking premium.this phone is so fast and it's features is perfect.Gaming performance is superior u can play game very quite. Camera quality is also awesome and u can take clear selfies using front camera. The storage of iphone 32gb is only 23gb with ios 9.2 updated model.,1.0
"This Diwali lightening deal. Product is really genuine original with 1 year Apple warranty. It Manu and imported in April 2016. With operating system 9.3.1, I am happy for the purchase and for Amazon seller who had given me this product",1.0
"I used different android mobiles before I made my mind to shift to iPhone.Every android i used had the similar issue, either hanging or battery heating or, app crash.. Continues app updates that was also annoying. If u get good battery then it lacks good hardware..and vice versa... My relative asked me to give it a try..as we hear..one who has used iPhone never go for other mobile thenafter. So I bought it.The phone is really a masterpiece. But there are some restrictions also.Good thing is that it never hangs..i mean till date I did not experienced such issue, the phone doesn't heat much...it heats up only while charging and that's a normal thing as it is due to the lightning charging (similar to turbo charging)Other than this i do not have any isseYes about restrictions. U can not put songs directly to the memory of phone, u need itunes installed in pc by which u cn sync ur favourite songs movie or video, but it is again complicated if u r not a tech savvy. U can not share music of movies or private album directly or via whatsapp... Cz iphone follows copyright rules.and also it wants u to purchase music via itunes.The camera quality is the best compared to any other mobile phone present in its budget range. All the app are good, the ram works fine, i did not faces any issue of app crashI also loved the iMessage service by which u can send mms via data or wifi apple to apple free.The phone lacks notification light.Also remember it has 1630mAh battery i think. But yes it gives 10 hours yes exact 10 hours of talktime. You can keep talking tge whole night the phone wont go down. No background running app using its ram and battery. And cz of this ur cellular data is also consumed less.U will need time to love it.Ohh yes one more thing although I am loving this phone for the positive reasons mentioned above, but still.. I miss OKGoogle the voice command feature of android which is far far much better than Siri, OK Google understand hindi also, even if u want to speak in hindi it will type one the screen so correct, siri lacks this efficiency.",1.0
Excellent service given by amazon100% genuine phoneBut its battery life is not appropriateOtherwise the phone is bestAnd even i got the best dealBy 28500Thank youAmazon,1.0
I was so confused to purchase iphone through online. But after making faith on amazon i purchased and very happy that i have received original and brand new iphone with one year warranty within 2 days. Thanks amazon for making my trust.,1.0
It was a very good experience with 5s. It's a awesome mobile.  A much better user experience than android phones.  The camera is also very good.  Amazon service was awesome.  Got the phone in same day of order.  I think flipkart needs to learn from Amazon regarding service quality.,1.0
Excellent product and fully covered with Apple India warrenty don't hesitate and buy the phone from amazon only,1.0
"Thank you amazon and cloudtail for making my day....I have used it nearly 1 month and no problem. It is the best phone to have. Long battery life, smooth, very very fast and the most invincible phone.Thanks Amazon...",1.0
didn't like the iPhone 5S as a product... there are no improvement on camera side when we compare to 4S. I would like to return this phone to amazon and by any good android phone for my personal use.please let me know how can i return this product even i crossed the no of days as written in return policy.,0.0
"Fully impressd with apple. It is my second iphone. N just like the previous one, it too has forced me to fall in love with d device. Good handling n very well fits in palm. Battery may be a issue coz it run d most advanced apple processor. Got an upgrade to ios9.2  jst the day aftr purchase. N as every time, cloudtail doesnt let u down. D most awful seller on amazon. Go for it guys.",1.0
i can find a gap between the front screen n the aluminum body at the right top corner of iphone 5s tat i purchased 2 days back is it normal. when pressed the screen it flexes in.. will anything happen to it in future.. really confusedeverything else works fine and loving itAmazon FIVE STARS got it delivered in less than 5 hours. Osum,0.0
The phone delivered was brand new untouchedAmaZon service is really goodTalking about the phone its goodBhg heats a lot due to metal body????Overall decent phone but still price shud have been 25 k????????,1.0
Wow... Cant believe the price I paid for a 32GB iPhone 5S... It was really a good steal.The product was in factory sealed box with all the accessories. The phone works perfectly fine. The best thing was to get the delivery of phone on the next day of ordering it.,1.0
"I have received my 5s on Apr'16 and after i use the mobile for 2 months I am in the comfort stage to comment, Iniutialy, the battery was draining a lot, and then i upgraded the version in Apple service centre. Ha glad to say, it was working fine now N I just love the touch speed and I am really very comfortable using it... Finger touch open, Siri are the exclusive Apple catch ???? Very handy mobile compared to 6, 6s or 6s+.. Next heating problem, Apple finish will surely have heating problem if you use for long time. What is suggest is use the mobile case to avoid heat. I am using Rock Royce case which is really perfect and avoid the heating problem, good looking as well.Camera is the another key thing Apple give it to their customers... Best camera features, clarity... The only thing I hate is that it always remind us to upgrade the latest version. Otherwise, Thanks Amazon for always giving the best price and delivering the product before the expected date. ????",1.0
"I was looking to upgrade from my iPhone 4 without adding bulk. The iPhone 5s fit the bill perfectly. The phone I received was brand new (Manufacture and import date June 2016) and sealed (matched the numbers on the phone and the pack and checked on the Apple website). Amazon delivered it in a day (thanks to Prime) despite heavy rain. The first thing I noticed was how light this phone is in comparison to the iPhone 4. It fits in the pocket quite easily. It was already running iOS 9.2 and I could easily configure my existing Apple ID. There are some really nice additions such as Touch ID and the health app (which tracks the number of steps you walk in a day). The call quality and 4G speed (using the Airtel 4G sim) are superb, as is the camera. I'm using a black Spigen case, which looks really cool.PS: I purchased it from the seller TigeRetaiL.",1.0
Got a genuine product through Amazon and I got it quicker than I expected.It was a nice phone as I expected. But I was not able to update the phone to iOS 9.3 even though my network was faster.The phone is getting too hot while using for a few minutes. It was just like Android phone(Samsung).,1.0
"I ordered my I phone 5S on Thursday and it was delivered one day before the estimated delivery dates. 5 Star I opened the box and checked the condition of the phone,Excellent. 5 star Then the most important question. Is it an original l Phone 5S?? Yes it is.. I have checked the status of my warranty and I found that its valid for 1 Year. Amazing service.",1.0
"Its fabulous in terms of1. Stunning & professional Looks2. Awesome Performance- Unbeatable3. Responsiveness- what a smoothness in touch-pad..!4. Easiness in handling- who says its difficult?5. Many features far ahead of Android..6. Picture quality, video playing quality- too good7. colors n pixels..fabulous..8. Gaming performance- unbeatable..9. Accessories- quality products..feelgood factor10. i phone in hand-- impressive..reallyI am  fully impressed..Why to wait for???...Shift from Android....experiencing inexperienced...(I bought it at 22500- 16 GB, Silver)Thank you Amazon for delivering it on 2nd day itself!!!",1.0
"Thank u Amazon and Gadget Direct for this amazing phone !! Delivery was on the same day and I got a brand new sealed box with manufacturer warranty , Bill and other accessories !! Checked for the authenticity of the product also ! It's simply awesome:) thanks a lot !!",1.0
Great packing1 st time unboxes any phone by meReally great phoneGreat qualityGreat performance........thanks amazonThe one always i trust on online shopping,1.0
"I ws worried a little in d beginning for buying any product online but it's really a great experience with amazon. Product is fully genuine and original.. Working great, battery backup is remarkable...",1.0
I was bit skeptical while ordering iphone 5S from Amazon but the existing reviews gave me confidence. I am fully satisfied with the product and would definitely recommend everyone to order from here. No issues till date.,1.0
I booked iphone 5s 32gb before 3months and and yesterday i saw my charger not working so i went to apple store its seems charger is duplicate .. So tell wat should i want amazon to replace me the charger,1.0
Product is very  good. but Pathetic delivery service.,0.0
Got it for my wife... great phone... absolutely genuine - checked the IMEI No in Apple website and Service/Warranty everything is valid... I had paid extra for 2 days delivery but it was delivered next day evening... so no complaints out there also,1.0
I am writing this review after using the phone for more than a month. First of all the phone was delivered in 2 days and comes with a valid warranty. Price and cash back deal was amazing.. The phone is 32GB with useable space of 28 GB. It is value for money,1.0
"The only thing that stopped me from giving 5 stars is I'm worried there is a defect on the phone w/r/t call dropping very frequently. Need to get it checked from the nearest Apple store. Otherwise, fully satisfied with this product and Amazon!",1.0
"This review is for Indian buyers. I won't go into the pros and cons of the device. However, as someone whose iPhone fell down, resulting in a broken screen - Beware ! Apple India does not allow part repair for screens - guess why? Because the Indian technicians are not trained enough !! Yes - that is the reason I got from the Apple Care Helpline.As a result while the rest of the world pays 109 dollars - about 7K from a new screen - Indians have to pay a whopping 25K minimum - no other options. Why minimum - because of phone has any other damage- the price goes up. However, on my insistence, the Apple care lady admitted that you could try having it serviced in another country where they do part repair - but no guarantees. There is no option to courier the device and have it repaired abroad either.To be forced to pay more than 50% of the cost of the phone for something than happens frequently with kids and slips from car dashboards, and especially considering the slippery iPhone screen and protruding camera slot in the back is nothing short of robbery. I would not have bought the phone had I seen this information",0.0
"Its the best phone ever, everybody knows that (untill of course iphone 6 comes out :P)! But seriously, it was a great deal and a good service by amazon. I wont say i wasn't skeptic before ordering, but i am glad that i did it anyway. I saved freakin 10k buying it from amazon. The phone is genuine and so is amazon. Happy shopping people.",1.0
No dout it is best phone of apple and it also enhances your surrounding and feels a great pleasure  .. But the only proplem is with the cost Amazon is trying to gives discount as much as they can but they must have to made it very less,1.0
I had bought I phone 5c from amazon.in last year and it was perfect. This year I bought i phone 5S it was o.k. but not that perfect as previous purchase. I do not understand but not fullyi satisfied.,1.0
I have opted for one day delivery by paying extra Rs. 99/- as I am very curious to use it and cant wait for 3 or 4 days and got delivered as promised in one day.Packing and product is good...No need to review about iphone 5s...it working as usual..,1.0
It's an awesome phone no doubt about it!And it's better than all the android phones in the market (believe me I used to be an android maniac) but I do see some small unnoticeable bugs and I think it's because I bought this phone from Amazon,1.0
"This is by far the best smartphone in the market. Even beats iPhone6 in the looks. I don't like huge phones, so this is just perfect for me. Amazon customer service was awesome and the product is working without any problem. Plus I got it for a very good price. Nothing to complain. Happy Customer :)",1.0
"I received a faulty piece. I replaced my phone in apptronix service centre, and it took about 7 days for replacement.",0.0
It was an awesome delivery by amazon and a nice product,1.0
Good job done!Product is genuine. Comes with 1 year apple india warranty - for those who need it. Jailbreak was the first thing I did so no need for the warranty then ;) I got it for 37469 which was the lowest price all over the market at that time.,1.0
"Hey all. the iphone 5s i have bought from this seller is really very amazing. i checked the warranty of my iphone using serial number as well as IMEI number, it started exactly the date i ordered. The phone which i have received is with no defect. Hope the one you get will also be like the one i have.",1.0
"I have ordered iphone 5s on 24th afternoon and was delivered to me on 26th morning.. N packing is so attractive.. 100% genuine product..N for the product reviews ,i dont think anything is to be said when its APPLE..In short satisfied ..",1.0
This was my biggest purchase till date. Impressed with shipping as the product reached within 2 days.Iphone 5s....My first Apple product. great looks and build quality....Unboxing the phone was a joyful experience. hope to get more feel good  experience in further use.,1.0
"My friend bought this handset last week and i must say it is a performance monster. As a developer i can say why ?01. First the OS and all apps are written in C/C++ which makes it very efficient. What it does in 1 GB, Android takes 3 GB to do.02. Hence with the launch of Apple 7, this is still value for money.03. Camera is also very very good. Image quality was very high.Amazon has very reputed sellers and thanks to them, there is no risk in buying at http://amzn.to/2dBK8UG. Just register for warranty as soon as you start using it. It is not only for Apple for all Electronic Gadgets.",1.0
Delivery was fast and the phone is original every thing is good and excellent but packing is not good . U can go for it . It's 32 GB  it was great to buy here. U can save more . My cash back is pending !!!,1.0
Delivery little disappointing ordered on 3may nd got the proudut on 7. But as far iphone is original imported piece and no problem faced check the warranty on apple site.phone is jst awesome at bst price.,1.0
"good product great  interface, delivery on time, there is something i don't like -1- when i browse internet after sometime it start heating2- battery runout very fast",1.0
"I would Thank Amazon for giving this phone at a lower price.The delivery was fast.And regarding the phone,My positive review wont define the brand.Its much beyond that.Go For this masterpiece.Product recieved was original(I checked on apples website).Overall amazon-ing experience.",1.0
"At first I was abit afraid to buy on amazon by reading some reviews that the box was empty with stone inside blah blah, I must say it didn't happened to me, and I got an original sealed piece of Apple, it has been nearly 2 months now that I have been using this phone, I must say and admit that I find iphone 5s much more better than iphone6s because of its size. its small simple and sober. and now I have purchased iphone 5s for my entire family on amazon. thanks amazon you are amazing.,.",1.0
"Actually I bought a phone through Amazon. But phone was totally defective, speaker is not working & touch is not working. I told Amazon executive they told me u will have to go I phone service center. We r not responsible for any damages.",0.0
"I won't be reviewing the phone itself as its an iPhone and everybody knows whats its capable of.Moreover the phone is more than a year old and everyone knows of its pros and cons.Coming to Amazon,I got this phone in the Diwali sale  for 30 thousand bucks and it was the best deal that has come out till date.The phone was nicely packed and secured.Before opening the phone, I checked the status online on Apple's website and it said not activated and hence I was assured.The phone has been working great,so kudos to Amazon and the seller.",1.0
Fast delivery by Amazon as wanted..Original product by Apple as my wish ..Battery back up is li'l poor n sometimes heated up.. Other than no complaints.. Purchased with a great deal.. Worthy in every respect,1.0
"Phone is excellent, got in excellent condition. Warantee is also covered as per actual from the date of activation.only waiting for 10% cash back  to be credited to my amazon account from AMAZON for purchasing the item by american card.others are ok,no doubt.",1.0
I have ordered on 4 November and received on 6 th Nov.i have purchased by the seller TECHFONE and its really amazing.the piece is original and genuine i jave checked with apple and its genuine.the phone was awesome and very rich look.thanks for amazon and techfone.,1.0
"Meticuliously design and peerless performance . I wasnt a big fan apple fan, bought this as my tribute to steve jobs. I must accept that apple is better than android n windows phone i have used before. Not to forget amazon has a great delivery network and undeniable service.",1.0
"iPhone 5S doesn't need a review. It is out if the world. It's powerful, Elegant and classy. Do not even think twice before buying it. It's just awesome.However delivery was one day late even after paying for one day delivery.",1.0
"The best ever price in e-market.. I bought it for my dad for just 33,500rs..It works perfect.. Last year i bought iPhone 5S for 52,000rs.. N im very much happy for the best selling price n d gr8 product.. Thanks to AMAZON!!!Highly recommend seller!!!",1.0
"Amazing, super awesome. Cant describe the happiness. Thak u amazon and techfone for delivering such a great product. I lover every bit of it. Super quality packing, superfast delivery and above all superrrrrrrr price.Thank u once again",1.0
"I bought this iPhone 5s (16GB Space Gray) with excellent deal Rs.33,500.Original piece with fantastic packing and the Amazon delivered on the next day.I never ever thought I'd have such a deal for this phone 20,000 discount.Thanks Amazon",1.0
"Got it for the price, Rs. 28990/-Firstly:The product was delivered on the prescribed date. The packaging was good.Secondly:The phone and the box which came along was in great condition, and, I always had a fear when I had read some reviews of the phone being unlocked already. Thankfully I dint face any problem as such.Finally:The performance of the phone is top notch right from the day I got it. No heating issues, no lag, no battey problems whatsoever. Being an average user i can easilymanage to get through a day with say 15-20% battery still remaining.I know this phone myt b obsolete and there is an option of an 6/6s, but i always felt a 4"" phone is the best what fits in my palm perfectly and what more could i have wished other than a iPhone 5s.Final Verdict:It was a great experience, to shop @Amazon, hope to continue it further.Thanku Amazon!",1.0
"Hi, To tell frankly I worried a lot regarding my online purchase for an mobile... But for my suprice it was a awesome traction for a genuine product... As it is Amazon the delivery was sweet just next day... And regarding product it was just as I expected with a proper invoice bill. And this was the best deal I found in online. So over all it's a Happy Deal.",1.0
"I got my iPhone 5S from GabbarDeals at lowest price and it's genuine iPhone from Apple.Validated the warranty and service details via Apple server and it's 1 Year!!!No issues with any feature in iPhone. Great call quality, excellent speed, perfect OS(iOS 7.0.5), Better battery back up, nice look and comfort..  Thanks a lot to GabbarDeals and Amazon.in...Keep up the great work!!!!",1.0
"Awesome Iphone.Amzaon delivered the product beyond my expectations.Its an brand new product with full 1 year manufacturer warranty.Iphone 5s.its just not an phone, its an iphone.",1.0
my iphone getting hot while charging and battery life also not good and touch also not good amazon given me old iphone and cheated me i need my phone should be corrected,0.0
genuine product from amazon.. and when its iphone. no doubt best in its class,1.0
"Very nicely packaged, I would rely on Amazon whenever I do expensive purchases. The phone is brand new, unlocked and unactivated. Works like a charm...",1.0
"What can I say about this product? This is an Apple product period.The name is enough. This is the second iPhone 5s, I about from Amazon. It's pleasure to do business with Amazon, I loved the deals here...I Amazon,you are awesome!",1.0
